sentiment,review;
Positive;"Why on earth should you explore the mesmerizing nature documentary 'Earth'? How much time do you have on earth so I can explain this to you? OK, I will not elongate my review exploration on 'Earth' to infinity, but I must stand my ground on why this is a 'must see'. The documentary takes a nature round trip on the migration paths on three animal families: a female polar bear and her cubs with the real life subplot of the father bear daring it out to hunt for food in his isolated path, a mama of a whale with her baby whale taking a whale of a migration tour for prey, and an elephant mama with her small (maybe not so small, they are elephants) offspring migrating in Africa. Directors Alastair Forthegill & Mark Linfield did an 'out of this earth' job in also capturing the survival skills of many other animal species besides the magnetic shots of our three animal family protagonists. The cinematographically skilled team of Richard Brooks Burton, Mike Holding, Adam Ravetch, and Andrew Shillabeer were animales in camera shooting the wondrous nature sites and animal instinctive behaviors"; not to mention, the slo-mo animal prey shots were u n b e l i e a v a b l e. 'Earth' is also a lesson learner on the global warming effect on the animals;" the papa polar bear in the doc is the poster animal boy on that consequence. So fellow earthlings, it is time to take the documentary voyage to visit 'Earth' today! **** Good';
Positive,This is another gem of a stand up show from Eddie Izzard . You cannot fail to laugh at the wide range of topics he talks about. He even takes the piss out of his American audiance at times and most of them didnt even realise it! A must see for anybody who likes comedians. 9 out of 10.;
Positive;"For Muslim women in western Africa, married life at the hands of abusive husbands can be very hard . The community may not explicitly endorse such behaviour, but equally, they may not yet be ready to see it as criminal, an attitude which of course enables it to continue. Fortunately, the letter of the Cameroonian law promises equality to all, and this documentary follows the real life exploits of various female practitioners in the Cameroonian legal system as they attempt to secure justice for a number of women and children. What is notable (apart from the uplifting central story) is how, in spite of their informality, the courts are actually pragmatically progressive, if a case is actually bought. The program also gives a fascinating insight the whole Cameroonian life-style, which (aside from the awful crimes committed in the featured cases) seems amazingly emotional and joyous compared with that enjoyed by inhabitants of Europe or North America. And while I concede that this comment may betray naivetÃ© on my part, this attitude appears to be captured in delightful pidgin-English they speak. Overall, this is a terrific little film, and much more fun to watch than you might imagine.';
Positive;"This is one of the best ensemble comedy/musical 'B' film's that I have seen (and since I'm in my 40's now and only seeing this now, I am not an expert but I have seen all the well known films out there). When there are a ton of actors getting their lead for minutes at a time, usually the comedy interferes with the musical bits, and very often the musical pieces interrupt the comedic flow. Call me in a crazy kind of mood but when I saw this on TCM Europe, I was laughing out loud with pleasure! So who delivered the laughs for me? Without a doubt Mischa Auer delivered me some terrific gut busting laughs, he even steals the ending, it was great! Speaking of which, I think why this movie works is because although L & H are a selling point (and why I got hooked to watch this one (them and Hal Roach), I love them in their early Hal Roach stuff), this keeps them at a minimum and stays squarely on ADULT fare (by 1930's standards, and not that far from today's standards if you read between the lines). Jack Haley is also great to watch, I admit that I only know him from W O OZ and I loved him there, and I also laughed out loud here at his waiter bit in the show. Patsy Kelly is the only 'ugly' femme in the 30's movies that actually turns me on (something tells me she was a spitfire in real life)";" and the musical numbers have a real professional production (Busby Berkley'ish) quality, that blew me away from what I am used to in this genre. I could go on and on, but rest assured I really enjoyed this movie. 8 of 10 I saw it on TCM Europe and will record it to watch again with my wife on TCM USA. Good Stuff!'
Positive;"Another outstanding foreign film which thoroughly trounces the never-ending crop of crud emanating from Hollywood! This is a story of life and living. No, definitely not the perfect little life so often depicted in the totally artificial Hollywood movies but rather, the real life complete with real characters each with strengths and weaknesses just like real people in our lives and ourselves.  The dynamics of all of these lives, intertwined within the walls of this bathhouse, and particularly its aged owner, are magnificent, heart touching and highly thought provoking.  Sit back, relax, and be carried away into the simple and beautiful life. There is real wisdom to be learned in this movie if you only open yourself up to it.  You will not be disappointed.';
Positive;"I started watching The Apprentice about 4 years ago(maybe 5) and I really really liked it. The first thing that strikes you about it is the refreshing format, which though similar to a lot of other reality shows at its core, is still very entertaining. Donald Trump is wonderful as the host and the main judge of the show as well. The casting coup with intelligent people having good looks being picked as contestants is appreciated as well. But the best part of the show is New York city. Mark Burnett may have made a lot of crap in his time but his handling of the cinematography is excellent as he makes NYC look like a character unto itself. The jazz tunes coupled with some great camera-work make New York look spectacular.  The Apprentice will easily alway make my top 3 reality shows of all time(The Amazing Race is no. 1,however).But just like the amazing race this show is always best watched in moderation. If you keep watching it for a while the originality of the show will wear off fast(the same case as with TAR).Star World, the broadcasters in this country, did a bang up job in presenting the show. The first three seasons were shown in a row, then after 2 years the next two seasons were shown, which kept the concept fresh.  In conclusion, you will love this show, especially the first 2 seasons. However if you keep watching the show continuously, thereafter its charm WILL wear off and FAST.';
Positive;"This is a fine drama and a nice change of pace from today's more hectic and loud films. It is another solid based-on-a-true store, which still means much of it could be made up for dramatic purposes. Frankly, I don't know but I liked the story.  The story is about a young man back in the Fifties who gets interested in rocketry and wants to enter that field instead of working in the coal mines as everyone else, including his father, does in this West Virginia town. The big problem is the conflict it causes between the boy and his father, which I think was overdone. I would like to have a little less tension between the two.  The young man, still a boy, is played by Jake Gyllenhaal, one of his first staring assignments, I think. He's likable, as are his school buddies in here. It's nice to see nice kids in a modern-day film. The two other key actors in the movie are Chris Cooper (the dad) and Laura Dern (the kid's teacher who encourages him all the time.)  The cinematography is decent the 1950s soundtrack is fun to hear. Once again: I wish there more of these kind of films made today.';
Positive;"With all thats going on in the world sometimes we need an escape. Curly Sue is just that. Not a complicated plot or deep meaning";" however it is not devoid of substance. There is more than furious action or heart pounding dramas. There are the charming little shows you can watch with your kids and have enough substance to enjoy with your date. Try it you may like it more than you think. The little girl is really smart and cute. The 'Dad' and the girl go thru some slapstick routines. When a jealous boyfriend steps in, trouble brews for Curly and the life shes known may be torn asunder. Fred Thompson and Kelly Lynch play good roles as the upper crust and Alison Porter and James Belushi are a interesting fable like duo portraying street wise homeless drifters. Their worlds collide and comedy ensues.'
Positive;"Excellent film. I cried when she cried, I loved when they loved , I was frustrated when they were. This film touched my heart. It was a reality check for me since this is reality for me, a 19 year old soldier';
Positive;"When people ask me why do I like movies so much, I usually respond, 'have you seen the art-gallery sequence in De Palma's Dressed to Kill?' That scene alone, pretty much represents everything I want to see in a film. If I was a film director, that would be the kind of thing I'd like to do. 'Pure cinema' is one way of describing that sequence, and it is truly amazing to see how director De Palma's entire movie works at the same high artistic frequency of that scene. It is a dream-like movie, clever as hell, and with more zest and intelligence than a dozen films put together. I think the movie raises an important point that will always be a topic of heated discussion: could a movie rely solely on technique and still be considered an artistic success? The film has no message to speak of, acting is great but it is at the service of the style, and the script is short on logic. De Palma's movie makes a really good case that style, when handled properly, can sustain a feature length film. Sure, Michael Caine, Angie Dickinson, Nancy Allen and Keith Gordon give superlative performances, but this is a director's movie all the way to the fadeout. It is a sensational demonstration of the possibilities of the film medium. I won't tell you what Hitchcock movie the film pays homage to (I don't want to spoil any surprises), but I think De Palma transcends the story's arc, and he manages to create a film that pretty much summarizes his entire career. Not for the faint of heart!';
Positive;"An American in Paris is a wonderful musical about an American painter living in Paris for inspiration. He meets a rich woman who admires his paintings on the street and she believes she can get his work to be even more popular to the public, e.g. in a museum. Golden Globe nominated Gene Kelly as the artist Jerry Mulligan is just perfect at both singing and especially dancing. He also meets the main girl Lise Bouvier (Leslie Caron) who is engaged to his best friend. He can't help his feelings for this girl, even after he finds out who she is engaged to. Filled with nice romance and wonderful song and dance, this is a very good musical film. It may drag slightly with his dancing dream sequence, i.e. The American in Paris ballet, but there is a good happy ending. It won the Oscars for Best Art Direction-Set Decoration, Best Cinematography, Best Costume Design, Best Music, Scoring of a Musical Picture, Best Writing, Story and Screenplay and Best Picture, and it was nominated for Best Director for Vincente Minnelli and Best Film Editing, it was nominated the BAFTA for Best Film from any Source, and it won the Golden Globe for Best Motion Picture - Musical/Comedy, and it was nominated for Best Director for Vincente Millenni (Liza's father). Gene Kelly was number 66 on The 100 Movie Stars, and he was number 15 on 100 Years, 100 Stars - Men, 'I Got Rhythm' was number 32 on 100 Years, 100 Songs, the film was number 9 on 100 Years of Musicals, it was number 39 on 100 Years, 100 Passions, it was number 68 on 100 Years, 100 Movies, and it was number 58 on The 100 Greatest Musicals. Very good!';
Positive;"i liked this movie a lot.I rented this expecting something not too bad to spend an evening.It turned out a particularly satisfying experience. Some scenes were hilarious and managed to be so in a movie not intended to be just a stupid slapstick comedy but with some meaning and moral values.It manages on both counts.The leads are all good but especially the guy who stars,also wrote and produced the movie.I've never seen any of these actors before, but they were likable and made me care about what happens to them in the end which is saying a lot.The script is clever and involving and has a refreshing feel to it. I think you wont be disappointed to watch this.';
Positive;"Me being of Irish origins, loved this movie, Not only was the guy hot and funny he was also sincere and honest. I loved the girl who he fell in love with too, she was pretty. They were such a cute couple. The ending was so sad. Love this movie! Although it is a little dirty, it reminds of a British or Irish version of Prime. If you liked this movie you should watch prime. Same story line young guy falls for older women, older women falls for young guy to. A lot of paths cross, in the end, the best decision is made or task is completed. Don't have anything else to say, without ruining the whole movie, all though I thought the french guy was ugly, less appealing to me. Umm...if you like Irish movies, I would recommend 'Circle of Friends' ,that movie is so good. Quick quote, you might not get unless you watch it' well, thats my dinner ruined.' LOL';
Positive;"I would just like to state that this may be biased, as I am a producer on the film. However, I will maintain some sense of dignity.  The star of the film, Oscar Ovies, gives a stellar performance as Jeff Grinderlin, a nebbish hypochondriac who spends more time worrying than living. He brings a certain touch to his character that really allows the audience to connect with him, by stating his mind often and with a sense of harsh comedy. His mother, played by Christine Haber, is the constant support beam, that without, he would crumble upon himself. His friends also lend a hand in Jeff's life, often making choices for him rather than letting him use his free will... which often times he neglects is there anyway.   The writing is superb, and the conversations flow like scenes from a Kevin Smith movie, with half as much Ben Affleck boo-hoo fests.  The camera work is a little shoddy at some points, and the sound could also use a boost, however the performances out shine the minor details. It is also backed by a beautiful soundtrack with local talents and an exceptional composer.  All in all, this was a treat. A rare gem, among many jewels.';
Positive;"For the life of me, why did this film receive an R rating?! While it IS about flesh-eating zombies, believe it or not, it's actually a pretty good family-friendly film--at least if your kids are age 10 and older. Unlike the traditional zombie films, this one has an excellent sense of humor as well as a traditional values--albeit a bit twisted! The language isn't a serious problem, there is no nudity and the film style is definitely geared towards kids (much like the old TV show 'Eerie, Indiana')--yet some knucklehead slapped an R rating one it! Believe me, most kids have seen worse violence than this and it just seems silly to make audiences think this is an adults only film.  The story is set in a parallel-type world. While the fashions, cars and mores appear circa 1953, in this bizarro world there has been a fierce recent zombie plague that resulted in the 'zombie war' and massive changes in everyday life. At school, kids are trained in armed combat and there's a cute scene late in the film where the father gives his son a handgun and tells him to keep it in his backpack 'just in case'! As for life outside of school, it's pretty weird as well, as people now have learned that zombies AREN'T such a bad thing! Heck, using shock collars and training, they can be made into slaves who can do your housework, clean streets, deliver milk or, in the case of a really sick guy, be your 'special friend'.  This film deals with one particular family that finally buys their first zombie slave (played by Billy Connally). Mom is thrilled and her son slowly becomes the zombie's friend. Dad, on the other hand, isn't convinced--as he was forced years early to kill his own zombie father and he hasn't yet gotten over this!! Funny, irreverent and unique--this film needs to be seen by a much wider audience.';
Positive;"Most complaints I've heard of this film really come down to one thing: It isn't Versus. Yes, the cast and crew is basically the same. Yes, Kitamura rehashes a few shots in the fight scenes that come in the film's second half, but that's about where the similarities end. Versus takes place essentially all outside, showcasing Kitamura's ability to craft an interesting B-movie in natural locations. For Alive, almost everything takes place inside. In small, cramped spaces. Here the art design is thrust into your face, and WHAT art design it is! We are treated to several very intricate and interesting spaces, and our characters are for the most part confined to those spaces. Also a key difference is that we don't get much action here until the end of the film. Versus was all about action and cool, here a LOT more emphasis is put on characters and situation and messing with your mind. Because of this, Alive is a far more interesting film than Versus. You may not pop it in and go to a random scene to watch five or ten minutes of cool zombie bloodshed, but you will sit glued to the screen for nearly two hours watching he interaction of a few genuinely interesting characters.  I'm now ecstatic that I ordered the DVD despite some naysay. You should too! But be sure to realize this is a different animal from Versus - it's often slow, and requires a bit of thought to get the most out of it. I hope Media Blasters picks it up for subtitled R1 DVD release!';
Positive;"This movie was more of a passage into manhood for one gay man, and how he must deal with everyone. His mother is depressed, his younger sister is a pain, his older sister is somewhat accepting. The relationship looks good with his boyfriend/exhooker and he leaves his family to try life with this first guy. Unfortunately, the new guy screws around on him and says it really didn't mean anything. Our young gay man goes bonkers and ends up in the looney bin and eventually leaves, dumping his new lover and starting over. We are left with him starting over and viewing, not participating, in happiness. So maybe things will go better for him in the future. The ending was kind of a downer but the whole movie was entirely realistic and so I will let this real ending slip bye with a high rating.';
Positive;"I was adopted at birth and certainly did NOT have the problems Antwone fisher had in the movie, but I still share some of the emotions and this movie really helped to bring them out and force me to deal with them. It even caused me to realize that I do have a 'missing piece' and I am going to seek out my birthparents now.  I cried for almost a day after I saw this the first time. Antwone's confrontation with his birthmother juxtaposed with his father's family's reaction to his sudden appearance are powerful for those of us who don't know what will happen if we find our birth parents. And his self-confidence and self affirmations to his mother and against the abusers of his past were so powerful. I could really identify with this and my need to tell people 'yeah, I was put aside by my parents when I was born. BUT another set of parents picked me up and loved me. And now I am a success!'  It also helped my wife understand me and our adopted children, who did go through tragic experiences before they came to our home. And it helped me to realize just how messed up our social system is. If you remember reading the story last year about the foster kid in Florida who was 'lost' AND then the 'Miranda & Ashley' story in Oregon City where SCF ignored multiple sexual abuse complaints about the man who ultimately killed them AND the week this movie was released, yet another story in New Jersey of three kids who were ignored by the system. One died. The state apparently thought the home they were in was ok because the guardian was employed (as a stripper) and 'only occasionally' used heroin!  There are just so many issues that are brought out in this movie - and they are dealt with so well by the script and by the acting that Antwone Fisher should be a 'Best Picture' nominee for sure. No matter if you are adopted or not, it is a heart-tugger that can't be ignored by anyone concerned about children in our society.';
Positive;"A quite good film version of the novel, though at the beginning a little bit lengthy. Fortunately there are a few funny scenes from time to time. This movie is surely not for the main stream audience - but for fans of Italian (or Portuguese) cinema, a must-see also for Mastroianni-fans.';
Positive;"'Dangerous Offender' is the story of a seemingly anti-social girl, and how she got that way. It's based on a true story, and though I was irritated by the one-note depiction i.e. ever scowling, of the title character, and the hard-to-believe dedication of her lawyer, I'm forced to accept that life does imitate art, and that there are people out there like that.  The movie succeeds, for me, because, although there's little softening of the title character's demeanour until almost the end, one is gradually moved to sympathy for her, as the movie shows how she got to her present state - which proves to be self-destructive, rather than anti-social.  Truly a moving movie, which will bring a lump to your throat, when you think on it - which will be often.  Despite its many flaws,(including that it's hard to watch, sometimes, because of bodily functions, and suicide attempts)this is another production that I'm proud to call Canadian.';
Positive;"Being from a small town in Illinois myself, I can instantly relate to this movie. Considering the era it was made in, the townsfolk look uncomfortably like a lot of people I grew up with. Yes the plot is so-so. And yes, the Acting is not going to get nominated for an Oscar anytime soon. But that isn't the point. The point is to suspend reality and just have FUN. And this movie has Fun aplenty. From the greedy,uncaring banker to the well meaning,but dimwitted deputy, this movie was made to poke fun at the SciFi genre and small town living at it's best. Who can't smile at the sight of the Enforcer Drone or the Vern Droid? and I LOVED the FarmZoid. Wish I had one when I was growing up. Overall, considering the technology they had available at the time, this is a pleasant romp into one's childhood, when you could sit back on a Saturday afternoon, Popcorn in hand, and laugh at the foibles of small town living. This is a movie I would watch again and again, if for no other reason than to poke fun at myself and my small town ways.';
Positive;"This movie is inspiring to anyone who is or has been in a tough jam, whether financially or emotionally. You will definitely laugh, which is the best medicine! :) Left in a bad financial situation when her husband dies, Grace has to find a new way to make some money and it's not exactly legal which adds to the humour. Even my boyfriend liked it so don't think that it's a chick-flic.';
Positive;"First of all, this movie is 34 minutes long, which means you could watch it three times in a row and still have spent less time than you would have watching most other movies. Second of all--you need to do this. This sensational short film explores the potential of animation through a world of playful or horrifying but always powerful images. Cats riding in and drinking out of a water elephant, a circus featuring a bird that has consumed the sky, and pigs eating their own fried flesh--that's only the beginning. The scenes and images, extraordinary on their own, flow together without obvious causal links in a way that demands re-watching. Furthermore, the DVD includes an amazing director's commentary, which, given the extremely spare dialog, only enhances the viewing. The commentary gives a few interpretations of scenes, but also provides priceless quotes on the crafting of Cat Soup, along the lines of: 'well, the artists were asking what we should do in this scene, but I didn't know myself, so its hard to say why it turned out as it did' (that's a bad paraphrase by the way). Also, the sound throughout the film is very high quality, very precise, and very moody. In all, the absolute minimum viewing experience should go as follows:  First viewing: Watch the DVD without the commentary. Second viewing: Watch the DVD WITH the commentary. Third viewing: Rewatch without the commentary.  Once you've watched it three times, however, you're not going to stop there...';
Positive;"Set in World Depression Era Prague, this is the story of an ambitious store clerk who is falling in love with a mystery woman with whom he has exchanged romantic letters, only to discover that the mystery woman is none other than the sales girl from his shop, who seems to be constantly bickering with the colleague. Add a little twist (the owner is convinced that his favorite employee -Stewart- is having an affair with the owner's wife), leaving Stewart briefly'fired', along with an admission that the sales girl'liked' Stewart all along, the happy ending is inevitable.  Although VERY dated (references to poverty and -I have a wife and two kids to consider- are over-used, along with the indication that many small objects of pleasure, like a musical cigar box, are out-of-reach for common people's enjoyment), this film is much more effective (and more credible) than the 1990s re-make 'You've Got Mail'. In the re-make starring Tom Hanks and Meg Ryan, the actual odds of the chain-of-events are so unbelievable that the viewer's intelligence is grossly offended.  'Shop Around The Corner' is an innocent stroll down memory lane into a less complicated, less hectic, and more romantic time and place known as a novelist's Utopia. Lovers of Classic Romantic Comedies will enjoy this picture!';
Positive;"Yes, it's another great magical Muppet's movie and I adore them all";" the characters, the movies, the TV show episodes (it's the best comedy or musical TV show ever) and all the artists behind it. But here they did such a rare fatal mistake and I'm surely talking about the weird ending !!   I think it's very dangerous to involve that much, in American drama, and end a love affair by marriage !! We, as all the poor viewers, feel so free or maybe happy for the absence of its annoyance, peevishness and misery ! So we all enjoy these stories which gather 2 cute heroes as couple in love without the legitimate bond like Mickey Mouse and Minnie, Superman and Lois Lane, Dick Tracy and Tess, etc. So with all of the previous couples and their likes I bet that you feel safe, serenity and peace. Therefore when you look at what the makers of this movie had already done you'll be as mad as me !  They made the weak miserable creature (Kermit) marry his daily nightmare, the most vexatious female ever (Miss Piggy) ! This is a historical change by the measures of the American entertainment's industry ! And it was pretty normal to have a negative impact upon the audience whom just refused to bless or believe or being satisfied with that sudden marriage (even the pathetic frog didn't have the time or the proper opportunity to think or to decide anything !). Therefore no wonder at all when you know that this movie is the most failure one in their cinematic serious, grossing only 25 millions vis-Ã -vis 65 millions earned by the first one (The Muppet Movie Â– 1979) five years earlier !!  Simply in this movie they took Manhattan, and my rest too !'
Positive;"Geniuses William Cameron Menzies and Herbert George Wells craft this extraordinary anticipation film, with ambition and scope hard to find today. They predict World War II and the way Great Britain was attacked, and also the fact that the war would be followed by a space race. They change the timing";" in the film the war and the space exploration are much longer, but there are so many qualitatively correct things that it's amazing. We even see an helicopter (the film is older than them).  Unforgettable giant planes and a futuristic meritocracy of scientists that seem Romans with bubble-helmets: if you can see through those funny costumes you may appreciate the state of the art architecture by masters from the 30s, Well's vision of a rationalistic society, interesting reflections on the nature of power, and John Cabal as archetype of the adventurous and inventive human being, the one that chooses to shape reality and not to be shaped by it.  9 1/2 out of 10. Inspiring like that final monologue by John Cabal.'
Positive;"This is good little shocker"; not perfect by any stretch of the imagination, but tight, competent and disturbing. An excellent example of a simple idea developed into a compelling 90 minute script.  The set up requires no bells and whistles, no lengthy exposition or wordy back story; Kate (Franka Pontente), a young German business woman living in London, drifts off whilst waiting for the last tube train. She awakens to find the place deserted, but quickly comes to realise that she is far from alone. Someone, or something, is down there with her and it's intentions are wholly malicious.  In fact she encounters several other characters in her quest to survive, including a lecherous work colleague, a homeless couple and a caged sewage worker, all of whom add pace and substance to the plot. There is a slightly awkward gear change somewhere in the middle of the film when tension thriller mutates into gore fest, but nothing so clumsy as to slow the hectic pace. For those of you with weak dispositions this is likely to be a harrowing ride;" for those of you who relish a bit of well executed carnal mayhem this should press all the right buttons.  The climax of the film is perhaps less successful than the main body of the film, but it is punctuated with a nice moment of unexpected social commentary which provides a satisfying conclusion.  Some may find themselves feeling somewhat cheated of a clear explanation as to the exact nature and history of the threat encountered by Kate and her confederates, however, for me this was not the case. A horror film writer should not need feel compelled to dot every i and cross every t, in the same way a writer of political thrillers might be expected to. There are enough clues here to give you a very pretty clear idea of what brought this evil into existence, making a detailed and conclusive solution superfluous. The retention of a certain sense of mystery is to be welcomed and reminds us that in this film the ride was always going to be more important than the exact destination.  My understanding is that the budget for this film was, to say the least, minimal, in which case our applause for this British horror should be all the louder, for at no point does one have the impression of corners being cut or effects failing to deliver.  If this sounds like your kind of film then it probably is. Buy a ticket and climb aboard.'
Positive;"This film moves the Cinderella story forward to the early 1950s and makes good, if eccentric, use of the Isle of Man as a background. The Ugly Sisters have become wildly glamorous upper-class English girls, and together with Kathleen Turner as the stepmother they flounce about in various wonderful period costumes. The story is altered a little from the traditional version: early on it is oddly combined with the plot of 'King Lear', and in later stages Cinderella is rather more assertive than is usual. It looks splendid and works on the whole pretty well, but does go over the top at times.';
Positive,me and my sister saw the premiere last night... it was so good we were glued for the whole thing.. hahaha..i think I'm hooked for the season!!.... they have some really good actors in this thing.. the head coach guy and the player that likes pete were very good and the plot has already got me but i don't really understand how they'll keep it stretched for a whole season.. there will probably be some big twist tho..i cant wait till Tuesday.. finally Jeremy sumpter who is he? i can tell hes going to be big!! he was soo good we fell in love with his character right away.. cant wait for the next episode.. GO Jeremy! 'Aimee;
Positive;"This is one of the finest films to come out of Hong Kong's'New Wave' that began with Tsui Hark's 'ZU: Warriors of Magic Mountain'. Tsui set a tone for the New Wave's approach to the martial arts film that pretty much all the directors of the New Wave (Jackie Chan, Sammo Hung, Wong Jing, Ching Siu Tung, etc.) accepted from then on as a given"; namely, the approach to such films thenceforth would need more than a touch of irony, if not outright comedy. 'Burning Paradise' put a stop to all that, and with a vengeance.  It's not that there isn't humor here; but it is a purely human humor, as with the aged Buddhist priest at the beginning who somehow manages a quick feel of the nubile young prostitute while hiding in a bundle of straw. But this is just as humans are, not even Buddhist priests can be saints all the time.  When irony is at last introduced into the film, it is the nastiest possible, emanating from the'abbot' of Red Lotus Temple, who is a study in pure nihilism such as has never been recorded on film before. He is the very incarnation of Milton's Satan from 'Paradise Lost': 'Better to rule in Hell than serve in heaven!' And if he can't get to Satan's hell soon enough, he'll turn the world around him into a living hell he can rule.  That's the motif underscoring the brutal violence of much of the imagery here: It's not that the Abbot just wants to kill people; he wants them to despair, to feel utterly hopeless, to accept his nihilism as all-encompassing reality. Thus there's a definite sense pervading the Red Temple scenes that there just might not be any other reality outside of the Temple itself - it has become all there is to the universe, and the Abbot, claiming mastery of infinite power, is in charge.  Of course, fortunately, the film doesn't end there. Though there are losses, the human will to be just ordinarily human at last prevails. (If you want to know how, see the film!) Yet there is no doubt that, in viewing this film, we visit hell. Hopefully, we do not witness our own afterlives;" but we certainly feel chastened by the experience - and somehow better for it over all.';
Positive;"This is an exquisite film about the search for some bliss in everyday life. The pacing, the camera work, the emotion, the haunting musical score and the pure charm of this picture make it a must see. It isn't easily appreciated by the immature or emotionally stunted. The only flaw I can see about this film is that it wasn't captured in a more technically perfect film format. It deserved Todd-AO, Technicolor and the very finest sound format available.(An intimate film can be made in seventy millimeter.) The gorgeous Italian villas effect on its inhabitants would have rendered even more lushly and the small lovely moments would be even more beautifully seen and heard. As it is, it still demands attention as a sweet moving small film. I can't stop myself from watching it every time it comes on satelite. The transformations of the characters from contained, tight and mistrustful is always a joy to watch and I really should recommend it more often.  The casting is perfect, the mood is perfect, the acting is above reproach. It is a film about middle age and the choices people make.It is deep and thoughtful without beating the viewer up with heavy handedness. Watch it in one sitting and let it have its effect on you. If you don't get it, perhaps you haven't lived enough, or something else is wrong with you.';
Positive;"Taken in the context of the time it was made, I found this a worthwhile movie. While the details may be'dramatized', the overall history was a nice primer. In addition, I found spotting actors I knew a real pleasure. Who would imagine Ben Cartwright as a dastardly cad? I'll leave the rest of the star spotting to you. As to the secondary casting, this movie (as one would expect from a movie made in the late thirties) has many an enjoyable character actor, but top kudos' to Andrew Jackson's right hand man Peavey. The perfect touch of comedy. Well shot, with beautiful ships, and competent acting throughout out, I recommend this for anyone with a taste for the slightly camp, or an eye for a double-period piece, set at the dawn of America, and made in a period when great names, and top notch character actors, were a real pleasure to enjoy.';
Positive;"...may seem like an overstatement, but it is not.  What is so hard to comprehend is - why didn't they make more musical shorts like this? Wasn't the beauty of it totally apparent to everybody involved? I guess not. So many shorts were made for commercial reasons only, and with some luck there may be some artistic value in there. This is one exception - the only one? - where it seems they were the director had a vision and clearly could appreciate the music as art. Why didn't anybody ever think to shoot Lester or Charlie Parker on a live date? Crazy, man.  A pity there were no sequels. If you've seen anything of similar quality please share it!';
Positive;"The Three Stooges has always been some of the many actors that I have loved. I love just about every one of the shorts that they have made. I love all six of the Stooges (Curly, Shemp, Moe, Larry, Joe, and Curly Joe)! All of the shorts are hilarious and also star many other great actors and actresses which a lot of them was in many of the shorts! In My opinion The Three Stooges is some of the greatest actors ever and is the all time funniest comedy team!   This is a good Three Stooges short. It funny and its cast includes Christine McIntyre,Symona Boniface, Gino Corrado, Fred Kelsey, Sam Flint, Chester Conklin, Theodore Lorch, Lynton Brent, Judy Malcolm, Vernon Dent, John Tyrrell, Heinie Conklin, and Bess Flowers. The Stooges performed very well in this short! I recommend this one!';
Positive;"I had nowhere to go. I was on a flight to Vancouver. I would probably have missed this film if I hadn't chosen Air Canada. Watched on a small screen in the back of the seat in front, I found this captivating and mesmerising. I did drift in a couple of places and had to skip back but I had to watch to it's end. Now I'm looking forward to the DVD release in Europe though whether I'll be quite as transfixed when I can walk out the door, is yet to be discovered!  The photographic composition is stunning and the film gives so much insight and'fills out' the story the photographs tell.  Recommended (if you have time on your hands).';
Positive;"We showed this movie at the local Film Society, and the art-house crowd had the time of their cinematic lives. It's tasteless, groovy and very funny in a sixties kind of way. The Kraft Kitchen recipe sketch had them laughing like maniacs. The rest is a mixed bag, but the highs definitely beat the lows. By the way, whatever happened to Ken Shapiro??';
Positive;"Playwright Sidney Bruhl (Michael Caine) has had a series of flop plays after a huge hit. He receives a play written by a student of his, Clifford Anderson (Christopher Reeve) which is fantastic. It's so good Sidney says he would kill for it. Will he?  A thinking man's thriller. It was originally a play...and it shows. It's mostly on one set and all talk but I was never bored. It's very well-written with plenty of twists and a good cast working full force. Caine is just great as Bruhl--another one of his great performances. Reeve is, surprisingly, very good. I never thought much of him as an actor, but he's really good in this role. Dyan Cannon does wonders with an underwritten role as Bruhls' wife. Irene Worth is also good (and quite funny) as Helga ten Drop, a psychic. However, her accent did get on my nerves. Director Sidney Lumet does very well with his one set. The camera is always moving and keeps your attention going.  EXTREME SPOILER DEAD AHEAD!!!!! My only complaint is that two gay characters in this movie turn out to be raging sociopaths and it also contains one of the most unromantic kisses I've ever seen--but these are mild complaints.  A very good thriller. Critics hate this movie (for some reason) and it seems to have completely disappeared since it premiered in 1982. That's too bad--it deserves better.';
Positive;"Not a bad film. Somehow I was made to actually root for the Iranians to win the game played in the movie even though I don't know anything about soccer and am not a fan. The ending on the bus was exhilarating.  The film itself deals with the issue of women in Iran, and how they are not allowed to go into sporting arenas amongst men because their swearing is inappropriate for women to hear. Despite this law, some women try to sneak in, but many of them get caught and detained. It's really astonishing that any society could still have such antiquated notions of gender. In an interview, Panahi says his films are documents of history and its injustices, and that one day in the future we can watch these movies and see how Iran once lived. One hopes that future will come sooner rather than later.';
